,Сетей теплоснабжения,Сетей холодного водоснабжения,Сетей горячего водоснабжения,Сетей электроснабжения,Сети газоснабжения,Станций водоподготовки,Водонасосных объектов,Объектов водозабора,Сетей водоотведения,Очистных сооружений канализации,Канализационных насосных станций,Котельных,Тепловых пунктов,Unnamed: 0,T,Po,P,Pa,U,Ff,ff10,ff3,Tn,Tx,VV,Td,tR,Tg
738,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,737664,6.9,740.2,761.9,-0.6,97,3,11,12,-0.9,3.5,50.0,6.4,12,10
739,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,737669,7.8,740.8,762.6,-0.2,93,1,11,12,-0.9,3.5,50.0,6.8,12,10
740,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,737518,22.9,738.5,759.1,0.1,44,2,11,12,-0.9,3.5,50.0,9.8,12,10
741,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,737523,27.4,738.4,758.6,-0.3,30,3,11,12,-0.9,29.5,50.0,8.3,12,10
742,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,737528,27.8,738.7,759.0,-0.3,26,4,11,14,-0.9,3.5,50.0,6.7,12,10
743,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,737533,29.0,739.0,759.3,-0.7,26,6,11,12,-0.9,3.5,50.0,7.6,12,10
744,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,737538,25.7,739.7,760.3,0.0,48,1,11,12,-0.9,3.5,50.0,13.8,12,10
745,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,737543,20.0,739.7,760.7,0.0,65,1,11,12,17.0,3.5,50.0,13.2,12,14
746,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,737548,17.1,739.7,760.9,-0.2,68,1,11,12,-0.9,3.5,50.0,11.2,12,10
747,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,737553,20.1,739.9,760.9,-0.4,53,0,11,12,-0.9,3.5,50.0,10.3,12,10
748,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,737394,25.7,742.6,763.0,-1.2,44,3,11,12,-0.9,3.5,50.0,12.4,12,10
749,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,737399,29.3,743.8,764.4,0.0,32,1,11,12,-0.9,31.1,20.0,10.8,12,10
750,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,737404,30.6,743.8,764.4,0.0,30,3,11,12,-0.9,3.5,20.0,11.2,12,10
751,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,737409,29.4,743.8,764.4,0.0,34,2,11,12,-0.9,3.5,20.0,12.1,12,10
752,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,737414,28.4,743.8,764.4,0.0,42,2,11,12,-0.9,3.5,20.0,14.3,12,10
753,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,737419,23.9,743.8,764.4,0.5,53,1,11,12,20.5,3.5,50.0,13.7,12,17
754,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,737424,22.9,743.3,763.8,0.2,51,1,11,12,-0.9,3.5,50.0,12.1,12,10
755,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,737429,22.9,743.1,763.8,0.0,51,2,11,12,-0.9,3.5,50.0,12.1,12,10
756,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,624215,-4.3,744.2,758.5,0.0,88,5,11,12,-5.9,3.5,4.0,-6.0,12,10
757,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,623920,2.1,752.2,766.3,0.0,62,4,11,12,1.8,3.5,50.0,-4.5,12,10
758,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,623770,4.0,751.0,764.9,0.0,63,4,11,12,-0.9,3.5,20.0,-2.4,12,10
759,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736754,22.7,734.1,754.5,1.1,55,3,11,12,-0.9,3.5,50.0,13.1,12,10
760,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736759,26.4,733.0,753.1,0.6,43,4,11,13,-0.9,29.3,50.0,12.7,12,10
761,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736764,28.8,732.4,752.5,0.0,38,6,11,17,-0.9,3.5,50.0,13.1,12,10
762,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736769,29.0,732.4,752.4,-0.5,35,5,10,11,-0.9,3.5,50.0,11.9,12,10
763,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736774,25.1,732.9,753.1,-0.2,58,3,11,12,-0.9,3.5,50.0,16.2,12,10
764,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736779,19.9,733.1,753.7,0.5,73,5,11,10,17.5,3.5,50.0,14.8,12,17
765,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736784,17.5,732.6,753.4,-0.8,82,4,11,10,-0.9,3.5,50.0,14.4,12,10
766,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736789,19.2,733.4,754.1,0.3,69,5,10,10,-0.9,3.5,20.0,13.4,12,10
767,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736674,11.5,739.8,761.2,5.3,85,2,11,10,-0.9,3.5,50.0,9.0,12,10
768,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736679,13.8,734.5,754.9,0.0,75,5,11,10,-0.9,25.3,20.0,9.5,12,10
769,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736684,16.0,734.5,754.9,0.0,78,4,11,10,-0.9,3.5,20.0,12.2,12,10
770,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736689,24.2,734.5,754.9,1.2,54,4,11,11,-0.9,3.5,50.0,14.4,12,10
771,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736694,22.6,733.3,753.7,-1.1,62,4,11,12,-0.9,3.5,50.0,14.8,12,10
772,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736699,16.0,734.4,755.3,-1.8,94,2,11,12,13.4,3.5,50.0,15.0,12,14
773,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736704,14.2,736.2,757.3,-1.7,93,3,11,12,-0.9,3.5,50.0,13.1,12,10
774,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736709,14.5,737.9,759.1,-0.6,90,2,11,12,-0.9,3.5,50.0,12.9,12,10
775,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,623555,22.5,743.8,756.7,0.0,69,1,11,12,14.1,3.5,50.0,16.6,12,15
776,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,623545,20.8,751.1,764.2,0.0,74,2,11,12,16.8,3.5,50.0,16.0,12,17
777,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,623540,21.0,751.2,764.2,0.0,82,2,11,12,15.6,3.5,50.0,17.7,12,16
778,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,623540,21.0,751.2,764.2,0.0,82,2,11,12,15.6,3.5,50.0,17.7,12,16
779,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,623540,21.0,751.2,764.2,0.0,82,2,11,12,15.6,3.5,50.0,17.7,12,16
780,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736558,26.1,741.1,761.5,0.0,61,2,11,12,-0.9,3.5,50.0,17.9,12,10
781,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736563,30.8,741.1,761.1,-0.4,39,3,11,12,-0.9,32.7,20.0,15.1,12,10
782,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736568,32.5,741.5,761.5,-0.5,30,3,11,12,-0.9,3.5,20.0,12.9,12,10
783,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736573,31.3,742.0,762.1,-0.2,37,3,11,12,-0.9,3.5,20.0,14.8,12,10
784,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736578,28.7,742.2,762.4,0.2,50,3,11,12,-0.9,3.5,20.0,17.4,12,10
785,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736583,21.3,742.0,762.7,0.1,83,3,11,12,17.6,3.5,20.0,18.2,12,17
786,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736588,17.6,741.9,762.8,0.0,96,3,11,12,-0.9,3.5,4.0,16.9,12,10
787,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736593,19.9,741.9,762.7,-0.1,95,2,11,12,-0.9,3.5,4.0,19.0,12,10
788,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736518,27.2,738.4,758.6,-0.1,52,4,11,12,-0.9,3.5,20.0,16.6,12,10
789,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736523,31.5,738.5,758.4,-0.6,35,5,11,12,-0.9,33.6,20.0,14.1,12,10
790,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736528,33.4,739.1,759.0,-0.5,30,4,11,11,-0.9,3.5,2.0,13.8,12,10
791,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736533,32.8,739.6,759.5,-0.4,32,4,11,10,-0.9,3.5,20.0,14.1,12,10
792,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736538,30.8,740.0,760.0,-0.7,42,3,11,12,-0.9,3.5,50.0,16.6,12,10
793,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736543,25.4,740.7,761.1,-0.4,62,2,11,12,22.1,3.5,50.0,17.7,12,21
794,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736548,22.5,741.1,761.7,0.0,71,2,11,12,-0.9,3.5,50.0,17.0,12,10
795,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,736553,24.9,741.1,761.5,0.0,63,3,11,12,-0.9,3.5,50.0,17.3,12,10
796,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,212253,24.7,742.3,758.2,0.3,62,2,11,12,-0.9,3.5,20.0,17.0,12,10
797,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,212254,27.5,742.0,757.7,0.0,55,1,11,12,-0.9,29.9,20.0,17.7,12,10
798,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,212255,29.2,742.0,757.6,0.3,43,3,11,12,-0.9,3.5,20.0,15.4,12,10
799,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,212256,28.9,741.7,757.3,-0.8,51,2,11,12,-0.9,3.5,20.0,17.8,12,10
800,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,212257,27.2,742.5,758.2,0.4,62,3,11,12,-0.9,3.5,20.0,19.4,12,10
801,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,212258,22.9,742.1,758.0,0.3,79,1,11,12,17.8,3.5,20.0,19.0,12,19
802,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,212259,19.3,741.8,757.9,-0.8,82,3,11,18,-0.9,3.5,20.0,16.2,12,10
803,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,212260,22.2,742.6,758.6,0.9,65,8,18,18,-0.9,3.5,20.0,15.2,12,10
804,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736394,18.0,739.8,760.7,0.2,91,2,11,12,-0.9,3.5,20.0,16.5,12,10
805,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736399,20.4,739.6,760.3,0.1,78,2,11,12,-0.9,22.4,50.0,16.5,12,10
806,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736404,21.8,739.5,760.1,-0.1,69,3,11,12,-0.9,3.5,50.0,15.9,12,10
807,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736409,19.2,739.6,760.3,0.4,84,4,11,12,-0.9,3.5,50.0,16.4,12,10
808,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736414,18.9,739.2,760.0,0.4,87,3,11,12,-0.9,3.5,20.0,16.6,12,10
809,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736419,17.2,738.8,759.7,0.5,96,3,11,12,17.0,3.5,4.0,16.6,12,18
810,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736424,17.3,738.3,759.2,-0.2,98,2,11,12,-0.9,3.5,4.0,16.9,12,10
811,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736429,17.1,738.5,759.4,0.3,97,1,11,12,-0.9,3.5,20.0,16.6,12,10
812,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,623520,21.6,745.0,757.9,0.0,87,2,11,12,17.5,3.5,50.0,19.4,12,19
813,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,186465,15.3,743.2,761.5,-0.3,93,1,11,12,-0.9,3.5,50.0,14.2,12,10
814,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,186466,18.4,743.5,761.6,0.2,82,1,11,12,-0.9,18.6,50.0,15.3,12,10
815,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,186467,17.7,743.3,761.5,-0.2,86,2,11,12,-0.9,3.5,50.0,15.3,12,10
816,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,186468,16.1,743.5,761.7,0.2,91,1,11,12,-0.9,3.5,50.0,14.6,12,10
817,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,186469,14.2,743.3,761.7,0.0,97,1,11,12,-0.9,3.5,2.0,13.8,12,10
818,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,186470,13.6,743.3,761.7,0.2,98,2,11,12,13.6,3.5,50.0,13.3,12,15
819,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,186471,13.8,743.1,761.5,-0.1,96,2,11,12,-0.9,3.5,50.0,13.2,12,10
820,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,186472,14.1,743.2,761.5,-0.1,93,3,11,12,-0.9,3.5,50.0,12.9,12,10
821,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736234,18.8,739.75,760.0,0.0,97,1,11,12,-0.9,3.5,10.0,18.3,12,10
822,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736239,19.3,734.7,755.6,1.1,96,1,11,22,-0.9,31.2,10.0,18.6,12,10
823,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736244,29.6,733.6,753.7,-0.3,41,2,11,12,-0.9,3.5,50.0,15.1,12,10
824,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736249,30.1,733.9,754.0,0.3,39,2,11,12,-0.9,3.5,50.0,14.7,12,10
825,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736254,28.0,733.6,753.8,-0.6,49,1,11,12,-0.9,3.5,50.0,16.4,12,10
826,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736259,23.0,739.75,760.0,0.0,71,1,11,12,18.8,3.5,50.0,17.5,12,19
827,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736264,19.0,734.2,755.0,-0.6,89,2,11,12,-0.9,3.5,20.0,17.2,12,10
828,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736269,20.8,734.8,755.5,0.0,78,2,11,12,-0.9,3.5,20.0,16.9,12,10
829,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,623495,19.6,743.1,756.1,0.0,92,1,11,12,16.1,3.5,50.0,18.3,12,17
830,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743154,-33.3,741.4,767.1,-0.2,85,2,11,12,-0.9,3.5,50.0,-0.5,12,10
831,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743159,-32.3,741.6,767.2,1.2,74,2,11,12,-0.9,-26.2,50.0,-35.3,12,10
832,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743164,-29.8,740.4,765.7,1.3,73,3,11,12,-0.9,3.5,50.0,-33.1,12,10
833,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743169,-28.2,739.1,764.2,1.3,71,4,11,12,-0.9,3.5,20.0,-31.9,12,10
834,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743174,-28.1,737.8,762.8,1.7,74,5,11,12,-28.1,3.5,10.0,-31.3,12,10
835,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743179,-26.3,736.1,760.9,1.8,76,3,11,12,-26.4,3.5,10.0,-29.3,12,10
836,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743184,-24.4,734.3,758.8,1.5,76,4,11,12,-0.9,3.5,10.0,-27.5,12,10
837,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743189,-22.6,732.8,757.0,2.4,78,3,11,11,-0.9,3.5,10.0,-25.4,12,10
838,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,624365,-20.6,743.6,758.8,0.0,81,3,11,12,-20.6,3.5,4.0,-23.1,12,10
839,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187569,-18.1,733.1,753.4,-1.3,86,3,11,12,-0.9,3.5,50.0,-19.9,12,10
840,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187570,-18.3,734.4,754.8,-1.0,85,4,11,12,-0.9,-18.3,50.0,-20.2,12,10
841,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187571,-18.8,735.4,755.8,-1.4,83,3,11,12,-0.9,3.5,50.0,-21.0,12,10
842,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187572,-19.6,736.8,757.3,-1.0,82,4,11,12,-0.9,3.5,50.0,-21.9,12,10
843,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187573,-23.0,737.8,758.8,-0.8,82,3,11,12,-24.7,3.5,10.0,-25.3,12,10
844,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187574,-24.6,738.6,759.7,-1.0,79,1,11,12,-24.6,3.5,50.0,-27.2,12,10
845,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187575,-23.3,739.6,760.5,-0.3,81,3,11,12,-0.9,3.5,50.0,-25.6,12,10
846,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187576,-22.0,739.9,760.6,0.3,82,2,11,12,-0.9,3.5,50.0,-24.2,12,10
847,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740794,-6.1,748.1,771.4,-0.5,70,3,11,12,-0.9,3.5,50.0,-10.7,12,10
848,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740799,-4.4,748.6,771.7,0.1,64,2,11,12,-0.9,-0.4,50.0,-10.3,12,10
849,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740804,-0.7,748.5,771.2,-0.4,49,3,11,12,-0.9,3.5,50.0,-10.3,12,10
850,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740809,-0.9,748.9,771.7,-0.2,49,2,11,12,-0.9,3.5,50.0,-10.3,12,10
851,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740814,-7.3,749.1,772.4,0.2,70,2,11,12,-10.4,3.5,50.0,-11.9,12,10
852,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740819,-10.1,748.9,772.5,0.0,82,2,11,12,-10.2,3.5,50.0,-12.6,12,10
853,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740824,-8.2,748.9,772.3,0.0,78,3,11,12,-0.9,3.5,50.0,-11.4,12,10
854,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740829,-6.5,748.9,772.2,-0.1,71,2,11,12,-0.9,3.5,50.0,-10.9,12,10
855,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740794,-6.1,748.1,771.4,-0.5,70,3,11,12,-0.9,3.5,50.0,-10.7,12,10
856,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740799,-4.4,748.6,771.7,0.1,64,2,11,12,-0.9,-0.4,50.0,-10.3,12,10
857,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740804,-0.7,748.5,771.2,-0.4,49,3,11,12,-0.9,3.5,50.0,-10.3,12,10
858,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740809,-0.9,748.9,771.7,-0.2,49,2,11,12,-0.9,3.5,50.0,-10.3,12,10
859,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740814,-7.3,749.1,772.4,0.2,70,2,11,12,-10.4,3.5,50.0,-11.9,12,10
860,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740819,-10.1,748.9,772.5,0.0,82,2,11,12,-10.2,3.5,50.0,-12.6,12,10
861,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740824,-8.2,748.9,772.3,0.0,78,3,11,12,-0.9,3.5,50.0,-11.4,12,10
862,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740829,-6.5,748.9,772.2,-0.1,71,2,11,12,-0.9,3.5,50.0,-10.9,12,10
863,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,624070,-14.1,758.9,774.1,0.0,89,0,11,12,-14.1,3.5,50.0,-15.6,12,10
864,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739558,0.2,738.2,760.6,-0.2,97,4,11,12,-0.9,3.5,10.0,-0.2,12,10
865,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739563,0.8,738.4,760.8,-0.5,93,4,11,12,-0.9,2.5,10.0,-0.2,12,10
866,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739568,1.2,738.9,761.2,0.1,91,5,11,11,-0.9,3.5,10.0,-0.1,12,10
867,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739573,2.5,738.8,760.9,-0.3,83,5,10,10,-0.9,3.5,20.0,-0.1,12,10
868,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739578,0.9,739.1,761.4,-0.2,94,5,11,12,-0.9,3.5,10.0,0.0,12,10
869,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739583,0.1,739.3,761.8,-0.9,98,3,11,12,0.0,3.5,10.0,-0.2,12,10
870,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739588,0.3,740.2,762.6,-0.7,96,3,11,12,-0.9,3.5,50.0,-0.3,12,10
871,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739593,0.3,740.9,763.3,-0.6,97,3,11,12,-0.9,3.5,10.0,-0.1,12,10
872,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,623765,4.8,751.2,765.1,0.0,44,2,11,12,-0.4,3.5,50.0,-6.6,12,-1
873,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,623765,4.8,751.2,765.1,0.0,44,2,11,12,-0.4,3.5,50.0,-6.6,12,-1
874,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,733443,16.2,733.1,754.0,0.0,99,3,11,12,-0.9,3.5,2.0,16.0,12,10
875,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,733448,16.1,733.1,754.0,-1.2,98,4,11,10,-0.9,16.1,2.0,15.8,12,10
876,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,733453,14.8,734.3,755.3,-1.9,99,5,10,10,-0.9,3.5,0.5,14.7,12,10
877,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,733458,13.3,736.2,757.3,-1.8,99,4,11,12,-0.9,3.5,0.5,13.2,12,10
878,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,733463,11.8,738.0,759.4,-0.8,99,2,11,12,-0.9,3.5,2.0,11.7,12,10
879,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,733468,10.9,738.8,760.3,-0.2,99,1,11,12,10.2,3.5,0.5,10.8,12,11
880,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,733473,10.7,739.0,760.4,0.1,99,1,11,12,-0.9,3.5,0.5,10.6,12,10
881,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,733478,12.8,738.9,760.2,0.2,99,1,11,12,-0.9,3.5,0.5,12.6,12,10
882,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,729813,0.6,705.1,726.4,-0.7,96,7,12,13,-0.9,3.5,4.0,0.0,12,10
883,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,729818,0.3,705.8,727.2,-3.0,99,5,11,11,-0.9,0.3,10.0,0.1,12,10
884,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,729823,0.0,708.8,730.3,-4.1,98,5,11,12,-0.9,3.5,4.0,-0.3,12,10
885,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,729828,-0.1,712.9,734.5,-4.5,98,6,10,13,-0.9,3.5,4.0,-0.4,12,10
